ResumeID,BestJobID,Score,MatchedSkills
1443,62,90.00,3
1444,136,90.00,3
1445,65,90.00,3
1446,66,90.00,3
1447,34,90.00,7
1448,25,90.00,3
1449,150,90.00,2
1450,8,90.00,4
1451,85,90.00,4
1452,39,90.00,3
1453,1380,90.00,4
1454,14,90.00,3
1455,39,90.00,3
1456,10,90.00,4
1457,21,90.00,2
1458,117,90.00,5
1459,3,90.00,5
1460,8,90.00,4
1461,25,90.00,3
1462,1160,90.00,3
1463,22,90.00,5
1464,57,90.00,3
1465,672,90.00,2
1466,5874,72.50,3
1467,55,90.00,3
1468,78,90.00,3
1469,104,55.00,1
1470,69,90.00,4
1471,685,66.67,2
1472,290,90.00,2
1473,1173,90.00,2
1474,14,90.00,3
1475,16,90.00,4
1476,35,90.00,2
1477,50,90.00,4
1478,69,90.00,4
1479,211,90.00,3
1480,1281,90.00,4
1481,43,90.00,4
1482,82,90.00,3
1483,39,90.00,3
1484,10,90.00,4
1485,381,90.00,4
1486,43,90.00,4
1487,55,90.00,3
1488,71,90.00,3
1489,413,90.00,3
1490,40,90.00,5
1491,55,90.00,3
1492,45,90.00,6
1493,16,90.00,4
1494,35,90.00,2
1495,290,90.00,2
1496,12,90.00,4
1497,8,90.00,4
1498,59,90.00,5
1499,119,90.00,3
1500,3,90.00,5
1501,5672,90.00,3
1502,50,90.00,4
1503,43,55.00,2
1504,78,90.00,3
1505,1180,90.00,3
1506,57,90.00,3
1507,35,90.00,2
1508,43,90.00,4
1509,450,66.67,2
1510,8,90.00,4
1511,841,90.00,3
1512,35,90.00,2
1513,8,90.00,4
1514,381,90.00,4
1515,43,72.50,3
1516,21,90.00,2
1517,8,90.00,4
1518,143,66.67,2
1519,127,90.00,4
1520,96,90.00,4
1521,453,90.00,3
1522,2090,72.50,3
1523,13,90.00,3
1524,232,90.00,2
1525,46,90.00,5
1526,55,90.00,3
1527,104,90.00,2
1528,13,66.67,2
1529,195,43.33,1
1530,21,90.00,2
1531,27,90.00,4
1532,119,90.00,3
1533,55,90.00,3
1534,21,90.00,2
1535,13,90.00,3
1536,13,90.00,3
1537,190,90.00,4
1538,13,66.67,2
1539,246,90.00,3
1540,119,90.00,3
1541,585,72.50,3
1542,8,90.00,4
1543,21,90.00,2
1544,278,90.00,4
1545,1347,90.00,4
1546,13,90.00,3
1547,230,90.00,3
1548,805,90.00,3
1549,51,90.00,4
1550,8,90.00,4
1551,39,90.00,3
1552,14,90.00,3
1553,392,72.50,3
1554,13,90.00,3
1555,136,90.00,3
1556,57,90.00,3
1557,25,90.00,3
1558,57,66.67,2
1559,211,90.00,3
1560,57,90.00,3
1561,39,90.00,3
1562,83,90.00,3
1563,65,90.00,3
1564,156,90.00,4
1565,55,90.00,3
1566,16,90.00,4
1567,119,90.00,3
1568,104,90.00,2
1569,39,90.00,3
1570,510,90.00,5
1571,108,90.00,2
1572,55,66.67,2
1573,211,66.67,2
1574,150,90.00,2
1575,76,90.00,4
1576,104,90.00,2
1577,246,90.00,3
1578,159,90.00,3
1579,1347,90.00,4
1580,16,90.00,4
1581,69,90.00,4
1582,51,90.00,4
1583,381,90.00,4
1584,147,90.00,3
1585,71,90.00,3
1586,35,90.00,2
1587,34,90.00,7
1588,49,90.00,3
1589,57,66.67,2
1590,198,90.00,4
1591,1,20.00,0
1592,104,90.00,2
1593,1,90.00,7
1594,21,55.00,1
1595,160,90.00,4
1596,21,90.00,2
1597,43,90.00,4
1598,104,90.00,2
1599,468,90.00,3
1600,78,90.00,3
1601,65,90.00,3
1602,10,90.00,4
1603,83,90.00,3
1604,82,90.00,3
1605,469,90.00,3
1606,8,90.00,4
1607,911,90.00,5
1608,12,90.00,4
1609,14,90.00,3
1610,94,90.00,3
1611,173,90.00,5
1612,21,90.00,2
1613,55,90.00,3
1614,76,90.00,4
1615,8,90.00,4
1616,39,90.00,3
1617,71,90.00,3
1618,150,90.00,2
1619,9,90.00,6
1620,39,90.00,3
1621,10,90.00,4
1622,71,90.00,3
1623,17,90.00,6
1624,468,90.00,3
1625,119,90.00,3
1626,439,90.00,4
1627,156,90.00,4
1628,8,90.00,4
1629,43,55.00,2
1630,112,90.00,3
1631,55,90.00,3
1632,78,66.67,2
1633,385,90.00,2
1634,13,66.67,2
1635,12,90.00,4
1636,159,90.00,3
1637,49,90.00,3
1638,14,90.00,3
1639,685,66.67,2
1640,36,90.00,5
1641,49,90.00,3
1642,104,90.00,2
1643,21,55.00,1
1644,13,90.00,3
1645,2511,90.00,2
1646,25,43.33,1
1647,17,90.00,6
1648,13,90.00,3
1649,39,90.00,3
1650,1,90.00,7
1651,16,90.00,4
1652,14,90.00,3
1653,348,72.50,3
1654,49,90.00,3
1655,112,90.00,3
1656,14,90.00,3
1657,21,90.00,2
1658,99,90.00,4
1659,12,90.00,4
1660,39,90.00,3
1661,150,90.00,2
1662,12,90.00,4
1663,509,66.67,2
1664,56,90.00,4
1665,55,90.00,3
1666,59,90.00,5
1667,51,90.00,4
1668,1,20.00,0
1669,12,90.00,4
1670,230,90.00,3
1671,120,66.67,2
1672,35,90.00,2
1673,8,90.00,4
1674,14,90.00,3
1675,13,90.00,3
1676,192,66.67,2
1677,21,90.00,2
1678,57,66.67,2
1679,85,72.50,3
1680,8,90.00,4
1681,9,90.00,6
1682,35,90.00,2
1683,8,90.00,4
1684,1637,90.00,2
1685,112,90.00,3
1686,43,72.50,3
1687,119,90.00,3
1688,35,90.00,2
1689,1281,90.00,4
1690,21,90.00,2
1691,211,90.00,3
1692,13,66.67,2
1693,43,72.50,3
1694,39,43.33,1
1695,181,66.67,2
1696,232,90.00,2
1697,62,90.00,3
1698,509,66.67,2
1699,136,90.00,3
1700,439,72.50,3
1701,207,90.00,3
1702,439,90.00,4
1703,192,90.00,3
1704,413,90.00,3
1705,35,90.00,2
1706,120,90.00,3
1707,211,66.67,2
1708,34,90.00,7
1709,16,90.00,4
1710,39,43.33,1
1711,104,90.00,2
1712,108,90.00,2
1713,83,66.67,2
1714,25,43.33,1
1715,402,90.00,4
1716,1223,90.00,5
1717,40,90.00,5
1718,468,90.00,3
1719,805,90.00,3
1720,25,43.33,1
1721,13,90.00,3
1722,21,90.00,2
1723,211,90.00,3
1724,104,90.00,2
1725,468,90.00,3
1726,1938,90.00,4
1727,58,90.00,4
1728,1,90.00,7
1729,275,90.00,4
1730,1258,90.00,3
1731,43,90.00,4
1732,35,90.00,2
1733,39,90.00,3
1734,230,90.00,3
1735,8,90.00,4
1736,25,66.67,2
1737,104,90.00,2
1738,14,90.00,3
1739,61,90.00,5
1740,193,90.00,4
1741,51,72.50,3
1742,8,90.00,4
1743,21,90.00,2
1744,133,90.00,4
1745,56,72.50,3
1746,314,90.00,6
1747,1095,90.00,3
1748,503,90.00,3
1749,14,90.00,3
1750,25,43.33,1
1751,8,90.00,4
1752,36,90.00,5
1753,553,90.00,5
1754,56,90.00,4
1755,94,66.67,2
1756,14,90.00,3
1757,21,55.00,1
1758,21,90.00,2
1759,211,66.67,2
1760,130,90.00,3
1761,13,90.00,3
1762,8,90.00,4
1763,62,90.00,3
1764,65,90.00,3
1765,85,72.50,3
1766,83,66.67,2
1767,230,90.00,3
1768,55,90.00,3
1769,8,90.00,4
1770,469,90.00,3
1771,49,90.00,3
1772,21,90.00,2
1773,13,66.67,2
1774,49,90.00,3
1775,246,90.00,3
1776,1767,90.00,4
1777,14,90.00,3
1778,402,90.00,4
1779,25,90.00,3
1780,94,90.00,3
1781,8,90.00,4
1782,503,90.00,3
1783,147,90.00,3
1784,59,90.00,5
1785,21,90.00,2
1786,119,66.67,2
1787,43,90.00,4
1788,36,90.00,5
1789,136,90.00,3
1790,62,90.00,3
1791,25,43.33,1
1792,1589,72.50,3
1793,1173,90.00,2
1794,56,90.00,4
1795,354,72.50,3
1796,43,90.00,4
1797,147,90.00,3
1798,1324,90.00,3
1799,16,90.00,4
1800,450,90.00,3
1801,56,90.00,4
1802,62,66.67,2
1803,21,90.00,2
1804,1,90.00,7
1805,381,90.00,4
1806,65,90.00,3
1807,16,90.00,4
1808,35,90.00,2
1809,263,55.00,2
1810,94,90.00,3
1811,25,90.00,3
1812,119,66.67,2
1813,14,90.00,3
1814,1375,90.00,3
1815,13,90.00,3
1816,13,66.67,2
1817,56,90.00,4
1818,57,90.00,3
1819,22,90.00,5
1820,40,90.00,5
1821,66,66.67,2
1822,5672,90.00,3
1823,62,90.00,3
1824,39,66.67,2
1825,39,43.33,1
1826,39,90.00,3
1827,21,90.00,2
1828,69,90.00,4
1829,38,90.00,6
1830,25,90.00,3
1831,69,90.00,4
1832,181,66.67,2
1833,190,90.00,4
1834,8,90.00,4
1835,8,90.00,4
1836,8,90.00,4
1837,232,90.00,2
1838,27,90.00,4
1839,85,72.50,3
1840,333,90.00,5
1841,35,90.00,2
1842,36,90.00,5
1843,51,90.00,4
1844,192,90.00,3
1845,159,90.00,3
1846,156,90.00,4
1847,51,90.00,4
1848,51,72.50,3
1849,55,66.67,2
1850,55,90.00,3
1851,545,90.00,3
1852,71,66.67,2
1853,136,90.00,3
1854,14,90.00,3
1855,509,66.67,2
1856,8,90.00,4
1857,25,90.00,3
1858,232,90.00,2
1859,719,72.50,3
1860,585,90.00,4
1861,21,90.00,2
1862,2203,90.00,3
1863,8,90.00,4
1864,450,90.00,3
1865,614,90.00,5
1866,1939,90.00,3
1867,354,90.00,4
1868,78,66.67,2
1869,56,90.00,4
1870,10,90.00,4
1871,56,55.00,2
1872,12,90.00,4
1873,39,43.33,1
1874,450,66.67,2
1875,39,66.67,2
1876,34,90.00,7
1877,120,66.67,2
1878,49,90.00,3
1879,39,43.33,1
1880,301,90.00,6
1881,119,90.00,3
1882,765,90.00,3
1883,381,90.00,4
1884,211,90.00,3
1885,14,90.00,3
1886,25,43.33,1
1887,12,90.00,4
1888,51,90.00,4
1889,9,90.00,6
1890,333,90.00,5
1891,51,90.00,4
1892,3,90.00,5
1893,49,66.67,2
1894,672,90.00,2
1895,3732,90.00,3
1896,354,90.00,4
1897,469,90.00,3
1898,13,90.00,3
1899,402,90.00,4
1900,35,90.00,2
1901,8,90.00,4
1902,51,90.00,4
1903,112,90.00,3
1904,1674,90.00,3
1905,49,90.00,3
1906,1938,90.00,4
1907,51,90.00,4
1908,96,90.00,4
1909,16,90.00,4
1910,39,66.67,2
1911,27,90.00,4
1912,4214,76.00,4
1913,453,90.00,3
1914,104,90.00,2
1915,43,72.50,3
1916,36,90.00,5
1917,1,90.00,7
1918,74,90.00,4
1919,12,90.00,4
1920,35,90.00,2
1921,104,90.00,2
1922,22,90.00,5
1923,8,90.00,4
1924,57,90.00,3
1925,354,72.50,3
1926,43,90.00,4
1927,14,90.00,3
1928,8,90.00,4
1929,16,90.00,4
1930,55,90.00,3
1931,55,90.00,3
1932,39,90.00,3
1933,354,72.50,3
1934,108,55.00,1
1935,195,66.67,2
1936,8,90.00,4
1937,39,66.67,2
1938,8,90.00,4
1939,21,90.00,2
1940,94,90.00,3
1941,1189,90.00,2
1942,38,90.00,6
1943,14,90.00,3
1944,104,90.00,2
1945,181,66.67,2
1946,14,90.00,3
1947,585,72.50,3
1948,66,66.67,2
1949,290,90.00,2
1950,1939,90.00,3
1951,119,90.00,3
1952,25,90.00,3
1953,74,90.00,4
1954,8,90.00,4
1955,39,90.00,3
1956,211,90.00,3
1957,56,90.00,4
1958,8,90.00,4
1959,354,90.00,4
1960,35,55.00,1
1961,230,90.00,3
1962,290,90.00,2
1963,137,90.00,5
1964,1,20.00,0
1965,923,90.00,3
1966,61,90.00,5
1967,1347,90.00,4
1968,12,90.00,4
1969,503,90.00,3
1970,12,90.00,4
1971,71,43.33,1
1972,51,90.00,4
1973,71,90.00,3
1974,51,90.00,4
1975,78,90.00,3
1976,168,90.00,4
1977,35,90.00,2
1978,8,90.00,4
1979,25,90.00,3
1980,510,90.00,5
1981,3,90.00,5
1982,39,90.00,3
1983,1589,72.50,3
1984,50,90.00,4
1985,61,90.00,5
1986,14,90.00,3
1987,8,90.00,4
1988,94,90.00,3
1989,12,90.00,4
1990,50,90.00,4
1991,160,72.50,3
1992,78,66.67,2
1993,39,90.00,3
1994,55,90.00,3
1995,1077,90.00,3
1996,40,90.00,5
1997,8,90.00,4
1998,1942,90.00,2
1999,3,90.00,5
2000,8,90.00,4
2001,841,90.00,3
2002,1160,90.00,3
2003,25,90.00,3
2004,805,90.00,3
2005,1118,90.00,3
2006,40,90.00,5
2007,45,90.00,6
2008,137,90.00,5
2009,1223,90.00,5
2010,74,90.00,4
2011,85,90.00,4
2012,1,90.00,7
2013,13,66.67,2
2014,94,66.67,2
2015,232,90.00,2
2016,66,66.67,2
2017,83,90.00,3
2018,12,90.00,4
2019,21,90.00,2
2020,25,43.33,1
2021,13,66.67,2
2022,1243,90.00,3
2023,195,90.00,3
2024,49,90.00,3
2025,104,90.00,2
2026,1173,90.00,2
2027,21,90.00,2
2028,510,90.00,5
2029,190,90.00,4
2030,56,90.00,4
2031,685,90.00,3
2032,130,90.00,3
2033,1,20.00,0
2034,39,90.00,3
2035,85,72.50,3
2036,74,90.00,4
2037,21,90.00,2
2038,45,90.00,6
2039,96,90.00,4
2040,8,90.00,4
2041,43,72.50,3
2042,21,90.00,2
2043,159,90.00,3
2044,25,66.67,2
2045,21,90.00,2
2046,450,66.67,2
2047,71,90.00,3
2048,8,90.00,4
2049,13,90.00,3
2050,39,43.33,1
2051,43,90.00,4
2052,1223,90.00,5
2053,439,72.50,3
2054,1744,90.00,4
2055,10,90.00,4
2056,71,90.00,3
2057,49,90.00,3
2058,1347,90.00,4
2059,160,90.00,4
2060,12,90.00,4
2061,62,66.67,2
2062,12,90.00,4
2063,21,90.00,2
2064,8,90.00,4
2065,2,90.00,7
2066,66,66.67,2
2067,14,90.00,3
2068,1281,90.00,4
2069,25,90.00,3
2070,158,90.00,3
2071,8,90.00,4
2072,35,90.00,2
2073,62,90.00,3
2074,71,90.00,3
2075,14,90.00,3
2076,119,90.00,3
2077,65,90.00,3
2078,39,90.00,3
2079,143,90.00,3
2080,8,90.00,4
2081,51,90.00,4
2082,21,90.00,2
2083,235,90.00,3
2084,55,43.33,1
2085,119,90.00,3
2086,39,66.67,2
2087,137,90.00,5
2088,43,90.00,4
2089,192,90.00,3
2090,12,90.00,4
2091,78,90.00,3
2092,56,72.50,3
2093,192,90.00,3
2094,35,90.00,2
2095,55,90.00,3
2096,1189,90.00,2
2097,211,66.67,2
2098,1,90.00,7
2099,27,90.00,4
2100,136,90.00,3
2101,85,72.50,3
2102,85,72.50,3
2103,56,90.00,4
2104,71,90.00,3
2105,43,90.00,4
2106,104,90.00,2
2107,34,90.00,7
2108,13,43.33,1
2109,8,90.00,4
2110,192,90.00,3
2111,195,66.67,2
2112,765,90.00,3
2113,13,66.67,2
2114,43,90.00,4
2115,278,90.00,4
2116,3057,90.00,3
2117,71,90.00,3
2118,232,90.00,2
2119,85,90.00,4
2120,35,90.00,2
2121,1,90.00,7
2122,14,90.00,3
2123,181,66.67,2
2124,168,90.00,4
2125,51,90.00,4
2126,36,90.00,5
2127,413,90.00,3
2128,35,90.00,2
2129,43,55.00,2
2130,158,90.00,3
2131,783,90.00,4
2132,119,90.00,3
2133,195,66.67,2
2134,136,90.00,3
2135,57,90.00,3
2136,440,90.00,4
2137,13,43.33,1
2138,4,90.00,6
2139,1095,90.00,3
2140,1355,72.50,3
2141,34,90.00,7
2142,381,90.00,4
2143,2628,90.00,3
2144,17,90.00,6
2145,25,90.00,3
2146,27,90.00,4
2147,16,90.00,4
2148,35,90.00,2
2149,143,66.67,2
2150,173,90.00,5
2151,35,90.00,2
2152,39,90.00,3
2153,83,66.67,2
2154,585,90.00,4
2155,348,55.00,2
2156,8,90.00,4
2157,55,66.67,2
2158,39,90.00,3
2159,35,90.00,2
2160,94,90.00,3
2161,509,90.00,3
2162,1,90.00,7
2163,21,55.00,1
2164,117,90.00,5
2165,1087,90.00,3
2166,12,90.00,4
2167,55,90.00,3
2168,39,90.00,3
2169,39,66.67,2
2170,211,90.00,3
2171,119,90.00,3
2172,45,90.00,6
2173,381,90.00,4
2174,49,90.00,3
2175,13,90.00,3
2176,14,90.00,3
2177,402,72.50,3
2178,147,90.00,3
2179,119,90.00,3
2180,1,90.00,7
2181,83,90.00,3
2182,8,90.00,4
2183,160,72.50,3
2184,49,66.67,2
2185,14,90.00,3
2186,1173,90.00,2
2187,38,90.00,6
2188,1,90.00,7
2189,49,90.00,3
2190,94,90.00,3
2191,55,90.00,3
2192,117,90.00,5
2193,392,55.00,2
2194,78,90.00,3
2195,38,90.00,6
2196,38,90.00,6
2197,841,90.00,3
2198,14,90.00,3
2199,21,90.00,2
2200,17,90.00,6
2201,94,66.67,2
2202,1,90.00,7
2203,14,90.00,3
2204,61,90.00,5
2205,345,90.00,3
2206,119,90.00,3
2207,12,90.00,4
2208,13,66.67,2
2209,137,90.00,5
2210,193,90.00,4
2211,43,90.00,4
2212,143,66.67,2
2213,1250,90.00,3
2214,1375,90.00,3
2215,21,90.00,2
2216,5672,90.00,3
2217,1,90.00,7
2218,803,90.00,4
2219,2992,72.50,3
2220,5672,90.00,3
2221,55,90.00,3
2222,71,66.67,2
2223,43,90.00,4
2224,39,66.67,2
2225,8,90.00,4
2226,50,90.00,4
2227,468,90.00,3
2228,82,90.00,3
2229,143,90.00,3
2230,195,90.00,3
2231,614,90.00,5
2232,21,90.00,2
2233,290,55.00,1
2234,17,90.00,6
2235,39,90.00,3
2236,3732,90.00,3
2237,12,90.00,4
2238,49,66.67,2
2239,137,90.00,5
2240,195,66.67,2
2241,49,90.00,3
2242,35,90.00,2
2243,354,72.50,3
2244,62,90.00,3
2245,510,90.00,5
2246,55,90.00,3
2247,8,90.00,4
2248,43,90.00,4
2249,49,90.00,3
2250,8,90.00,4
2251,8,90.00,4
2252,160,72.50,3
2253,614,90.00,5
2254,27,90.00,4
2255,14,90.00,3
2256,38,90.00,6
2257,78,66.67,2
2258,1250,90.00,3
2259,192,90.00,3
2260,74,90.00,4
2261,34,90.00,7
2262,39,90.00,3
2263,120,43.33,1
2264,1,90.00,7
2265,10,90.00,4
2266,195,66.67,2
2267,207,90.00,3
2268,392,72.50,3
2269,12,90.00,4
2270,16,90.00,4
2271,51,55.00,2
2272,21,90.00,2
2273,49,90.00,3
2274,2222,76.00,4
2275,38,90.00,6
2276,56,90.00,4
2277,160,72.50,3
2278,8,90.00,4
2279,469,90.00,3
2280,38,90.00,6
2281,468,90.00,3
2282,76,90.00,4
2283,803,90.00,4
2284,8,90.00,4
2285,104,90.00,2
2286,55,90.00,3
2287,119,90.00,3
2288,439,72.50,3
2289,751,90.00,4
2290,13,43.33,1
2291,1,90.00,7
2292,450,90.00,3
2293,133,90.00,4
2294,117,90.00,5
2295,21,90.00,2
2296,230,90.00,3
2297,55,90.00,3
2298,12,90.00,4
2299,439,90.00,4
2300,13,43.33,1
2301,104,90.00,2
2302,35,55.00,1
2303,1347,90.00,4
2304,160,90.00,4
2305,104,90.00,2
2306,4337,90.00,4
2307,56,90.00,4
2308,751,90.00,4
2309,94,90.00,3
2310,8,90.00,4
2311,39,43.33,1
2312,65,90.00,3
2313,55,90.00,3
2314,510,90.00,5
2315,1942,90.00,2
2316,25,90.00,3
2317,278,90.00,4
2318,62,66.67,2
2319,55,66.67,2
2320,39,43.33,1
2321,235,90.00,3
2322,190,90.00,4
2323,62,90.00,3
2324,49,43.33,1
2325,21,90.00,2
2326,1637,90.00,2
2327,13,90.00,3
2328,119,90.00,3
2329,25,90.00,3
2330,36,90.00,5
2331,8,90.00,4
2332,59,90.00,5
2333,39,90.00,3
2334,62,90.00,3
2335,21,90.00,2
2336,49,90.00,3
2337,56,90.00,4
2338,16,90.00,4
2339,8,90.00,4
2340,195,43.33,1
2341,14,90.00,3
2342,104,90.00,2
2343,112,90.00,3
2344,108,55.00,1
2345,211,90.00,3
2346,108,90.00,2
2347,104,90.00,2
2348,10,90.00,4
2349,57,90.00,3
2350,39,90.00,3
2351,468,90.00,3
2352,78,66.67,2
2353,25,90.00,3
2354,17,90.00,6
2355,2,90.00,7
2356,74,90.00,4
2357,27,90.00,4
2358,85,72.50,3
2359,40,90.00,5
2360,39,66.67,2
2361,211,90.00,3
2362,56,90.00,4
2363,5,90.00,8
2364,385,90.00,2
2365,450,66.67,2
2366,1189,90.00,2
2367,8,90.00,4
2368,55,66.67,2
2369,468,90.00,3
2370,78,66.67,2
2371,207,90.00,3
2372,49,90.00,3
2373,290,90.00,2
2374,21,90.00,2
2375,13,90.00,3
2376,413,90.00,3
2377,803,90.00,4
2378,112,90.00,3
2379,1095,90.00,3
2380,46,90.00,5
2381,21,90.00,2
2382,1,90.00,7
2383,16,90.00,4
2384,232,90.00,2
2385,39,66.67,2
2386,193,90.00,4
2387,16,90.00,4
2388,62,66.67,2
2389,503,90.00,3
2390,13,66.67,2
2391,78,90.00,3
2392,381,90.00,4
2393,10,90.00,4
2394,55,90.00,3
2395,25,43.33,1
2396,49,90.00,3
2397,9,90.00,6
2398,195,66.67,2
2399,8,90.00,4
2400,104,90.00,2
2401,62,90.00,3
2402,230,90.00,3
2403,333,90.00,5
2404,105,90.00,4
2405,62,90.00,3
2406,55,90.00,3
2407,43,90.00,4
2408,1189,90.00,2
2409,104,55.00,1
2410,112,90.00,3
2411,301,90.00,6
2412,14,90.00,3
2413,21,90.00,2
2414,66,90.00,3
2415,150,90.00,2
2416,12,90.00,4
2417,71,66.67,2
2418,62,66.67,2
2419,450,66.67,2
2420,119,66.67,2
2421,1,90.00,7
2422,8,90.00,4
2423,9,90.00,6
2424,39,90.00,3
2425,83,90.00,3
2426,13,66.67,2
2427,12,90.00,4
2428,1938,90.00,4
2429,108,55.00,1
2430,8,90.00,4
2431,13,43.33,1
2432,82,66.67,2
2433,35,90.00,2
2434,803,90.00,4
2435,290,90.00,2
2436,39,66.67,2
2437,85,90.00,4
2438,120,90.00,3
2439,439,90.00,4
2440,21,90.00,2
2441,545,90.00,3
2442,230,90.00,3
2443,21,90.00,2
2444,168,90.00,4
2445,10,90.00,4
2446,25,90.00,3
2447,49,90.00,3
2448,35,55.00,1
2449,21,55.00,1
2450,71,90.00,3
2451,71,43.33,1
2452,3027,90.00,2
2453,1087,90.00,3
2454,17,90.00,6
2455,25,90.00,3
2456,672,90.00,2
2457,10,90.00,4
2458,94,66.67,2
2459,51,55.00,2
2460,143,90.00,3
2461,1243,90.00,3
2462,468,90.00,3
2463,503,90.00,3
2464,21,90.00,2
2465,2,90.00,7
2466,57,90.00,3
2467,8,90.00,4
2468,21,55.00,1
2469,8,90.00,4
2470,147,90.00,3
2471,74,90.00,4
2472,49,90.00,3
2473,1243,90.00,3
2474,56,90.00,4
2475,51,72.50,3
2476,14,90.00,3
2477,211,90.00,3
2478,83,90.00,3
2479,1223,90.00,5
2480,83,90.00,3
2481,13,43.33,1
2482,49,90.00,3
2483,66,90.00,3
2484,39,90.00,3
2485,192,90.00,3
2486,468,90.00,3
2487,1,90.00,7
2488,8,90.00,4
2489,49,43.33,1
2490,82,90.00,3
2491,1744,90.00,4
2492,16,90.00,4
2493,14,90.00,3
2494,62,90.00,3
2495,136,90.00,3
2496,55,90.00,3
2497,1589,72.50,3
2498,25,90.00,3
2499,43,90.00,4
2500,469,90.00,3
2501,9307,72.50,3
2502,3,90.00,5
2503,66,66.67,2
2504,16,90.00,4
2505,69,90.00,4
2506,62,90.00,3
2507,25,90.00,3
2508,509,66.67,2
2509,751,90.00,4
2510,21,90.00,2
2511,25,90.00,3
2512,21,55.00,1
2513,40,90.00,5
2514,66,90.00,3
2515,16,90.00,4
2516,49,90.00,3
2517,156,90.00,4
2518,8,90.00,4
2519,39,90.00,3
2520,66,66.67,2
2521,195,66.67,2
2522,510,90.00,5
2523,34,90.00,7
2524,94,90.00,3
2525,137,90.00,5
2526,765,90.00,3
2527,13,90.00,3
2528,45,90.00,6
2529,56,90.00,4
2530,76,90.00,4
2531,230,90.00,3
2532,51,90.00,4
2533,147,90.00,3
2534,133,90.00,4
2535,195,66.67,2
2536,8,90.00,4
2537,74,90.00,4
2538,14,90.00,3
2539,1,90.00,7
2540,14,90.00,3
2541,133,90.00,4
2542,51,55.00,2
2543,159,66.67,2
2544,112,90.00,3
2545,56,72.50,3
2546,841,90.00,3
2547,1077,90.00,3
2548,25,90.00,3
2549,61,90.00,5
2550,843,90.00,4
2551,12,90.00,4
2552,39,90.00,3
2553,2511,90.00,2
2554,35,90.00,2
2555,10,90.00,4
2556,8,90.00,4
2557,56,90.00,4
2558,181,66.67,2
2559,8,90.00,4
2560,1,90.00,7
2561,10,90.00,4
2562,39,90.00,3
2563,21,90.00,2
2564,16,90.00,4
2565,76,90.00,4
2566,43,90.00,4
2567,1095,90.00,3
2568,1,90.00,7
2569,13,43.33,1
2570,46,90.00,5
2571,56,72.50,3
2572,16,90.00,4
2573,35,90.00,2
2574,49,90.00,3
2575,8,90.00,4
2576,17,90.00,6
2577,12,90.00,4
2578,13,90.00,3
2579,290,90.00,2
2580,25,43.33,1
2581,3027,90.00,2
2582,5672,90.00,3
2583,614,90.00,5
2584,14,90.00,3
2585,10,90.00,4
2586,329,72.50,3
2587,25,90.00,3
2588,21,90.00,2
2589,2483,76.00,4
2590,112,90.00,3
2591,104,90.00,2
2592,246,90.00,3
2593,21,90.00,2
2594,1637,90.00,2
2595,21,90.00,2
2596,156,90.00,4
2597,65,90.00,3
2598,76,90.00,4
2599,49,66.67,2
2600,21,55.00,1
2601,62,90.00,3
2602,198,90.00,4
2603,278,90.00,4
2604,3,90.00,5
2605,35,90.00,2
2606,12,90.00,4
2607,181,66.67,2
2608,45,90.00,6
2609,71,90.00,3
2610,13,43.33,1
2611,21,90.00,2
2612,232,90.00,2
2613,43,90.00,4
2614,119,90.00,3
2615,1589,55.00,2
2616,8,90.00,4
2617,12,90.00,4
2618,159,90.00,3
2619,12,90.00,4
2620,442,66.67,2
2621,13,43.33,1
2622,150,90.00,2
2623,2,90.00,7
2624,17,90.00,6
2625,104,90.00,2
2626,57,66.67,2
2627,173,90.00,5
2628,21,90.00,2
2629,112,90.00,3
2630,143,66.67,2
2631,16,90.00,4
2632,143,90.00,3
2633,8,90.00,4
2634,49,90.00,3
2635,8,90.00,4
2636,17,90.00,6
2637,1,90.00,7
2638,156,90.00,4
2639,40,90.00,5
2640,62,90.00,3
2641,685,66.67,2
2642,143,66.67,2
2643,16,90.00,4
2644,783,90.00,4
2645,801,90.00,4
2646,27,90.00,4
2647,25,66.67,2
2648,136,90.00,3
2649,160,90.00,4
2650,160,90.00,4
2651,8,90.00,4
2652,685,90.00,3
2653,8,90.00,4
2654,71,90.00,3
2655,56,90.00,4
2656,49,66.67,2
2657,503,90.00,3
2658,13,66.67,2
2659,150,90.00,2
2660,99,90.00,4
2661,159,90.00,3
2662,3,90.00,5
2663,55,90.00,3
2664,39,90.00,3
2665,49,66.67,2
2666,193,90.00,4
2667,8,90.00,4
2668,13,90.00,3
2669,5672,90.00,3
2670,119,66.67,2
2671,585,90.00,4
2672,55,90.00,3
2673,49,90.00,3
2674,150,90.00,2
2675,43,72.50,3
2676,190,90.00,4
2677,55,90.00,3
2678,61,90.00,5
2679,1,90.00,7
2680,195,66.67,2
2681,45,90.00,6
2682,195,66.67,2
2683,74,90.00,4
2684,8,90.00,4
2685,39,90.00,3
2686,160,90.00,4
2687,43,55.00,2
2688,3732,90.00,3
2689,49,90.00,3
2690,3,90.00,5
2691,82,90.00,3
2692,278,72.50,3
2693,62,43.33,1
2694,8,90.00,4
2695,8,90.00,4
2696,143,90.00,3
2697,35,90.00,2
2698,232,90.00,2
2699,672,90.00,2
2700,57,66.67,2
2701,450,90.00,3
2702,275,90.00,4
2703,1942,90.00,2
2704,133,90.00,4
